number,date_time,acc_x,acc_y,acc_z
1912,12/11/2024 15:45,-1.05,-0.175,0.075
1913,12/11/2024 16:00,-1.05,-0.15,0.075
1914,12/11/2024 16:15,-1.025,-0.15,0.075
1915,12/11/2024 16:30,-1.025,-0.175,0.05
1916,12/11/2024 16:45,-1.025,-0.175,0.075
1917,12/11/2024 17:00,-1.025,-0.175,0.1
1918,12/11/2024 17:15,-1.025,-0.2,0.05
1919,12/11/2024 17:30,-1.025,-0.2,0.1
1920,12/11/2024 17:45,-1.025,-0.2,0.075
1921,12/11/2024 18:00,-1.025,-0.15,0.1
1922,12/11/2024 18:15,-1.025,-0.2,0.125
1923,12/11/2024 18:30,-1.05,-0.175,0.075
1924,12/11/2024 18:45,-1.075,-0.2,0.1
1925,12/11/2024 19:00,-1.05,-0.15,0.075
1926,12/11/2024 19:15,-1.025,-0.175,0.075
1927,12/11/2024 19:30,-1.075,-0.175,0.075
1928,12/11/2024 19:45,-1.025,-0.15,0.075
1929,12/11/2024 20:00,-1.025,-0.15,0.1
1930,12/11/2024 20:15,-1.025,-0.15,0.075
1931,12/11/2024 20:30,-1.025,-0.15,0.1
1932,12/11/2024 20:45,-1.025,-0.15,0.1
1933,12/11/2024 21:00,-1.025,-0.15,0.075
1934,12/11/2024 21:15,-1.025,-0.275,0.125
1935,12/11/2024 21:30,-1.025,-0.225,-0.15
1936,12/11/2024 21:45,-1.025,-0.225,0.075
1937,12/11/2024 22:00,-1.025,-0.25,0
1938,12/11/2024 22:15,-1.05,-0.2,0.025
1939,12/11/2024 22:30,-1.05,-0.25,0.025
1940,12/11/2024 22:45,-1.025,-0.2,0.075
1941,12/11/2024 23:00,-1.025,-0.2,0.075
1942,12/11/2024 23:15,-1.05,-0.25,0.05
1943,12/11/2024 23:30,-1.025,-0.175,0.075
1944,12/11/2024 23:45,-1.025,-0.175,0.05
