"number","date_time","acc_x","acc_y","acc_z","datetime","v_x","v_y","v_z","v_total","v_x_smooth","v_y_smooth","v_z_smooth","v_total_smooth"
1288,"12/05/2024 03:45",-9.81,-1.22625,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,"12/05/2024 04:00",-10.3005,1.4715,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,"12/05/2024 04:15",-10.54575,-1.962,3.18825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,"12/05/2024 04:30",-9.56475,-0.73575,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,"12/05/2024 04:45",-10.05525,-1.962,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,"12/05/2024 05:00",-10.3005,1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,"12/05/2024 05:15",-9.56475,-0.73575,3.18825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,"12/05/2024 05:30",-1.22625,0.24525,10.3005,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,"12/05/2024 05:45",-10.3005,-0.981,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,"12/05/2024 06:00",-10.05525,2.943,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298,"12/05/2024 06:15",-10.54575,-0.24525,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299,"12/05/2024 06:30",-10.05525,-2.4525,1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,"12/05/2024 06:45",-9.56475,-0.73575,-1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,"12/05/2024 07:00",-8.829,0.24525,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,"12/05/2024 07:15",-8.58375,3.924,4.16925,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,"12/05/2024 07:30",-10.3005,-1.4715,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304,"12/05/2024 07:45",-10.05525,-3.924,2.69775,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,"12/05/2024 08:00",-10.54575,-0.981,1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
1306,"12/05/2024 08:15",-11.03625,-2.943,2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1307,"12/05/2024 08:30",-9.07425,-1.962,3.18825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1308,"12/05/2024 08:45",-5.886,-0.24525,7.60275,NA,NA,NA,NA,NA,NA,NA,NA,NA
1309,"12/05/2024 09:00",0.981,0.4905,10.05525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,"12/05/2024 09:15",-9.56475,-2.69775,1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1311,"12/05/2024 09:30",4.16925,-2.4525,-7.11225,NA,NA,NA,NA,NA,NA,NA,NA,NA
1312,"12/05/2024 09:45",-10.05525,-1.4715,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1313,"12/05/2024 10:00",-9.3195,-0.981,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1314,"12/05/2024 10:15",-9.56475,0,2.943,NA,NA,NA,NA,NA,NA,NA,NA,NA
1315,"12/05/2024 10:30",-10.54575,-3.18825,2.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1316,"12/05/2024 10:45",-1.22625,-1.4715,10.3005,NA,NA,NA,NA,NA,NA,NA,NA,NA
1317,"12/05/2024 11:00",-9.81,-2.943,4.16925,NA,NA,NA,NA,NA,NA,NA,NA,NA
1318,"12/05/2024 11:15",-8.58375,-7.11225,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1319,"12/05/2024 11:30",-10.05525,-6.3765,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1320,"12/05/2024 11:45",-9.07425,-1.4715,4.65975,NA,NA,NA,NA,NA,NA,NA,NA,NA
1321,"12/05/2024 12:00",-3.67875,-5.15025,8.58375,NA,NA,NA,NA,NA,NA,NA,NA,NA
1322,"12/05/2024 12:15",-5.3955,-6.13125,-2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1323,"12/05/2024 12:30",1.962,0.4905,10.05525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1324,"12/05/2024 12:45",-8.3385,-1.962,5.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
1325,"12/05/2024 13:00",-9.3195,2.69775,2.943,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326,"12/05/2024 13:15",9.07425,-3.67875,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,"12/05/2024 13:30",-8.58375,1.4715,1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1328,"12/05/2024 13:45",-7.60275,-3.67875,-4.4145,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329,"12/05/2024 14:00",-10.54575,-3.924,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,"12/05/2024 14:15",-7.3575,-1.22625,-5.15025,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331,"12/05/2024 14:30",5.64075,-5.64075,-5.15025,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332,"12/05/2024 14:45",-9.81,-2.4525,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333,"12/05/2024 15:00",-2.4525,-0.73575,-8.58375,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334,"12/05/2024 15:15",-10.05525,-4.16925,-3.18825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,"12/05/2024 15:30",-7.848,-1.4715,5.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,"12/05/2024 15:45",-8.829,-3.4335,-4.4145,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337,"12/05/2024 16:00",-5.15025,-3.4335,6.13125,NA,NA,NA,NA,NA,NA,NA,NA,NA
1338,"12/05/2024 16:15",-9.81,-4.65975,3.18825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339,"12/05/2024 16:30",-9.56475,2.69775,-3.924,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,"12/05/2024 16:45",-9.3195,-5.15025,1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1341,"12/05/2024 17:00",-10.05525,-3.67875,1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1342,"12/05/2024 17:15",-5.886,-8.829,2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1343,"12/05/2024 17:30",-10.3005,-0.24525,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344,"12/05/2024 17:45",-10.05525,-2.4525,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345,"12/05/2024 18:00",-7.848,-6.867,3.18825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346,"12/05/2024 18:15",-10.791,-2.69775,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347,"12/05/2024 18:30",-9.07425,-2.69775,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348,"12/05/2024 18:45",-9.56475,-1.962,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349,"12/05/2024 19:00",-10.54575,-0.73575,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1350,"12/05/2024 19:15",-9.56475,-2.20725,-0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351,"12/05/2024 19:30",-9.56475,-2.4525,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352,"12/05/2024 19:45",-10.05525,-2.4525,1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1353,"12/05/2024 20:00",-10.05525,-4.905,-0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1354,"12/05/2024 20:15",-11.03625,-3.18825,2.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1355,"12/05/2024 20:30",-9.81,-2.4525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1356,"12/05/2024 20:45",-9.56475,-0.981,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1357,"12/05/2024 21:00",-9.81,-1.4715,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1358,"12/05/2024 21:15",-8.3385,-6.13125,-1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1359,"12/05/2024 21:30",-9.56475,-3.924,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1360,"12/05/2024 21:45",-11.2815,-1.962,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1361,"12/05/2024 22:00",-9.3195,-3.4335,-3.67875,NA,NA,NA,NA,NA,NA,NA,NA,NA
1362,"12/05/2024 22:15",-10.54575,-1.962,3.67875,NA,NA,NA,NA,NA,NA,NA,NA,NA
1363,"12/05/2024 22:30",-10.05525,-1.962,3.4335,NA,NA,NA,NA,NA,NA,NA,NA,NA
1364,"12/05/2024 22:45",-9.56475,0.24525,-2.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1365,"12/05/2024 23:00",-10.791,-3.67875,-3.18825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366,"12/05/2024 23:15",-8.829,-4.65975,-3.67875,NA,NA,NA,NA,NA,NA,NA,NA,NA
1367,"12/05/2024 23:30",-6.3765,-2.943,1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
1368,"12/05/2024 23:45",-11.03625,1.962,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1369,"12/06/2024 00:00",-9.56475,-4.16925,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1370,"12/06/2024 00:15",-10.05525,2.20725,-2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1371,"12/06/2024 00:30",-10.54575,-3.924,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1372,"12/06/2024 00:45",-10.791,-1.962,-1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
1373,"12/06/2024 01:00",-4.65975,1.22625,8.58375,NA,NA,NA,NA,NA,NA,NA,NA,NA
1374,"12/06/2024 01:15",-8.58375,-4.16925,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1375,"12/06/2024 01:30",-10.791,-3.67875,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1376,"12/06/2024 01:45",-9.07425,-4.4145,3.4335,NA,NA,NA,NA,NA,NA,NA,NA,NA
1377,"12/06/2024 02:00",-10.791,-2.4525,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1378,"12/06/2024 02:15",-10.05525,-4.65975,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1379,"12/06/2024 02:30",-10.3005,-2.20725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1380,"12/06/2024 02:45",-9.81,-2.20725,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381,"12/06/2024 03:00",-8.829,-2.4525,3.18825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382,"12/06/2024 03:15",-10.54575,-2.943,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383,"12/06/2024 03:30",-9.56475,-2.943,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,"12/06/2024 03:45",-9.07425,-2.4525,2.943,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385,"12/06/2024 04:00",-9.81,-2.4525,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386,"12/06/2024 04:15",-10.05525,-2.943,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,"12/06/2024 04:30",-8.58375,-5.886,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,"12/06/2024 04:45",-9.3195,-2.4525,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389,"12/06/2024 05:00",-10.05525,-2.69775,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390,"12/06/2024 05:15",-11.03625,-2.20725,-0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,"12/06/2024 05:30",-9.56475,-2.4525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392,"12/06/2024 05:45",-10.05525,-2.20725,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393,"12/06/2024 06:00",-10.05525,-1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394,"12/06/2024 06:15",-10.05525,-1.22625,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1395,"12/06/2024 06:30",-10.05525,-1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1396,"12/06/2024 06:45",-10.3005,-1.71675,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1397,"12/06/2024 07:00",-10.05525,-1.962,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1398,"12/06/2024 07:15",-10.05525,-1.71675,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1399,"12/06/2024 07:30",-10.3005,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1400,"12/06/2024 07:45",-10.05525,-1.4715,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1401,"12/06/2024 08:00",-9.81,-0.981,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1402,"12/06/2024 08:15",-10.3005,-1.22625,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1403,"12/06/2024 08:30",-10.05525,-0.73575,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,"12/06/2024 08:45",-10.54575,-2.20725,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1405,"12/06/2024 09:00",-10.54575,-1.22625,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1406,"12/06/2024 09:15",-10.05525,-1.962,1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,"12/06/2024 09:30",-10.54575,-1.71675,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1408,"12/06/2024 09:45",-10.05525,-1.71675,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,"12/06/2024 10:00",-10.05525,-1.962,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1410,"12/06/2024 10:15",-10.05525,-2.943,1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1411,"12/06/2024 10:30",-10.05525,-2.4525,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1412,"12/06/2024 10:45",-10.05525,-1.4715,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1413,"12/06/2024 11:00",-10.3005,-2.20725,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1414,"12/06/2024 11:15",-10.05525,-1.962,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415,"12/06/2024 11:30",-10.05525,-1.4715,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416,"12/06/2024 11:45",-10.05525,-2.20725,-2.69775,NA,NA,NA,NA,NA,NA,NA,NA,NA
1417,"12/06/2024 12:00",-10.05525,-3.67875,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418,"12/06/2024 12:15",-9.07425,-2.69775,-3.18825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1419,"12/06/2024 12:30",-9.3195,-6.3765,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1420,"12/06/2024 12:45",-10.05525,-1.962,-3.18825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1421,"12/06/2024 13:00",-10.05525,-2.69775,-2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1422,"12/06/2024 13:15",-9.3195,-2.69775,-2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,"12/06/2024 13:30",-9.56475,-2.20725,-1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,"12/06/2024 13:45",-10.3005,-1.4715,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,"12/06/2024 14:00",-10.05525,-1.22625,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1426,"12/06/2024 14:15",-10.3005,-2.943,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1427,"12/06/2024 14:30",-9.3195,-2.943,-2.69775,NA,NA,NA,NA,NA,NA,NA,NA,NA
1428,"12/06/2024 14:45",-9.3195,-1.4715,-4.4145,NA,NA,NA,NA,NA,NA,NA,NA,NA
1429,"12/06/2024 15:00",-10.05525,-1.962,-2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1430,"12/06/2024 15:15",-9.81,-1.4715,3.18825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1431,"12/06/2024 15:30",-8.58375,-4.905,-2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1432,"12/06/2024 15:45",-10.791,-1.22625,-0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1433,"12/06/2024 16:00",-10.791,-1.962,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1434,"12/06/2024 16:15",-10.05525,-4.16925,1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
1435,"12/06/2024 16:30",-9.56475,-0.73575,-1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1436,"12/06/2024 16:45",-6.867,-7.11225,3.4335,NA,NA,NA,NA,NA,NA,NA,NA,NA
1437,"12/06/2024 17:00",-10.05525,0.24525,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1438,"12/06/2024 17:15",-10.05525,-2.943,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1439,"12/06/2024 17:30",-10.05525,-0.981,-3.4335,NA,NA,NA,NA,NA,NA,NA,NA,NA
1440,"12/06/2024 17:45",-8.829,-3.18825,-4.16925,NA,NA,NA,NA,NA,NA,NA,NA,NA
1441,"12/06/2024 18:00",-9.81,-6.13125,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1442,"12/06/2024 18:15",-10.3005,-5.3955,2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1443,"12/06/2024 18:30",-11.03625,-0.4905,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1444,"12/06/2024 18:45",-8.3385,-6.13125,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1445,"12/06/2024 19:00",-9.07425,-5.15025,4.4145,NA,NA,NA,NA,NA,NA,NA,NA,NA
1446,"12/06/2024 19:15",-10.05525,-2.20725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1447,"12/06/2024 19:30",-7.11225,-1.22625,-4.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1448,"12/06/2024 19:45",-9.07425,-4.905,-2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,"12/06/2024 20:00",-10.54575,-3.18825,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1450,"12/06/2024 20:15",-9.56475,-3.924,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1451,"12/06/2024 20:30",-7.848,-4.905,5.64075,NA,NA,NA,NA,NA,NA,NA,NA,NA
1452,"12/06/2024 20:45",-8.3385,-7.60275,1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1453,"12/06/2024 21:00",-8.829,-1.4715,-5.15025,NA,NA,NA,NA,NA,NA,NA,NA,NA
1454,"12/06/2024 21:15",-10.05525,-1.71675,-2.943,NA,NA,NA,NA,NA,NA,NA,NA,NA
1455,"12/06/2024 21:30",-8.829,-4.16925,-3.924,NA,NA,NA,NA,NA,NA,NA,NA,NA
1456,"12/06/2024 21:45",-7.60275,-4.16925,-5.3955,NA,NA,NA,NA,NA,NA,NA,NA,NA
1457,"12/06/2024 22:00",-7.848,-4.905,-3.67875,NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,"12/06/2024 22:15",-8.829,-1.22625,-6.3765,NA,NA,NA,NA,NA,NA,NA,NA,NA
1459,"12/06/2024 22:30",-6.13125,-1.71675,-6.867,NA,NA,NA,NA,NA,NA,NA,NA,NA
1460,"12/06/2024 22:45",-7.11225,1.22625,-6.62175,NA,NA,NA,NA,NA,NA,NA,NA,NA
1461,"12/06/2024 23:00",-6.867,-5.886,-4.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1462,"12/06/2024 23:15",-7.11225,-6.13125,-4.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1463,"12/06/2024 23:30",-6.867,-3.924,-6.13125,NA,NA,NA,NA,NA,NA,NA,NA,NA
1464,"12/06/2024 23:45",-6.867,-2.943,-6.62175,NA,NA,NA,NA,NA,NA,NA,NA,NA
1465,"12/07/2024 00:00",-7.11225,-5.886,-4.4145,NA,NA,NA,NA,NA,NA,NA,NA,NA
1466,"12/07/2024 00:15",-8.58375,-4.4145,-4.4145,NA,NA,NA,NA,NA,NA,NA,NA,NA
1467,"12/07/2024 00:30",-10.3005,-3.4335,-1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
1468,"12/07/2024 00:45",-7.848,1.71675,-4.16925,NA,NA,NA,NA,NA,NA,NA,NA,NA
1469,"12/07/2024 01:00",-9.56475,0,-1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
1470,"12/07/2024 01:15",-10.791,-3.18825,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1471,"12/07/2024 01:30",-10.3005,-1.962,-0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1472,"12/07/2024 01:45",-10.05525,-1.22625,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1473,"12/07/2024 02:00",-10.3005,-1.4715,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1474,"12/07/2024 02:15",-10.05525,-1.71675,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1475,"12/07/2024 02:30",-9.56475,-0.981,-0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1476,"12/07/2024 02:45",-10.05525,-1.4715,-1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477,"12/07/2024 03:00",-10.05525,-1.962,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1478,"12/07/2024 03:15",-9.81,-2.69775,-1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
1479,"12/07/2024 03:30",-10.791,-1.22625,-2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1480,"12/07/2024 03:45",-11.03625,-0.73575,-0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481,"12/07/2024 04:00",-9.07425,-5.15025,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,"12/07/2024 04:15",-10.54575,-2.20725,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,"12/07/2024 04:30",-10.05525,-2.4525,2.69775,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,"12/07/2024 04:45",-10.54575,-2.20725,-2.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,"12/07/2024 05:00",-9.81,-2.943,-1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486,"12/07/2024 05:15",-7.60275,-4.65975,-4.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487,"12/07/2024 05:30",-11.52675,-0.73575,3.18825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1488,"12/07/2024 05:45",-9.07425,0.24525,4.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,"12/07/2024 06:00",-7.60275,-4.65975,-3.67875,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,"12/07/2024 06:15",-8.09325,-3.18825,-6.13125,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,"12/07/2024 06:30",-9.07425,-3.924,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1492,"12/07/2024 06:45",-9.56475,-2.69775,-3.4335,NA,NA,NA,NA,NA,NA,NA,NA,NA
1493,"12/07/2024 07:00",-10.05525,-1.22625,-2.943,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,"12/07/2024 07:15",-10.05525,-1.962,-0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,"12/07/2024 07:30",-9.81,-3.18825,-1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1496,"12/07/2024 07:45",-9.3195,-2.943,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1497,"12/07/2024 08:00",-9.56475,-3.4335,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1498,"12/07/2024 08:15",-5.15025,-8.58375,5.64075,NA,NA,NA,NA,NA,NA,NA,NA,NA
1499,"12/07/2024 08:30",-10.3005,-3.4335,-1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,"12/07/2024 08:45",-8.829,-1.4715,-3.4335,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501,"12/07/2024 09:00",-11.2815,-0.981,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502,"12/07/2024 09:15",-11.03625,-1.4715,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,"12/07/2024 09:30",-11.03625,-3.18825,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504,"12/07/2024 09:45",-8.829,-3.67875,4.65975,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505,"12/07/2024 10:00",-8.09325,-4.16925,-5.64075,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506,"12/07/2024 10:15",-8.58375,-2.20725,4.65975,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507,"12/07/2024 10:30",-5.64075,-8.3385,4.16925,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,"12/07/2024 10:45",-9.56475,-4.905,1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,"12/07/2024 11:00",-9.56475,-1.22625,2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,"12/07/2024 11:15",-9.07425,-5.3955,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,"12/07/2024 11:30",-10.791,-0.73575,-2.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1512,"12/07/2024 11:45",-11.52675,-1.22625,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,"12/07/2024 12:00",-9.56475,0.981,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514,"12/07/2024 12:15",-7.3575,0.981,-6.62175,NA,NA,NA,NA,NA,NA,NA,NA,NA
1515,"12/07/2024 12:30",-6.13125,-2.4525,-7.848,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,"12/07/2024 12:45",-7.60275,-1.22625,-5.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
1517,"12/07/2024 13:00",-10.05525,-3.924,1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,"12/07/2024 13:15",-9.81,-2.943,-2.69775,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,"12/07/2024 13:30",-9.07425,-2.4525,-3.67875,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,"12/07/2024 13:45",-8.3385,-2.4525,5.15025,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,"12/07/2024 14:00",-10.05525,-3.18825,-1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,"12/07/2024 14:15",1.4715,-7.60275,-7.3575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1523,"12/07/2024 14:30",-11.03625,0,-2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524,"12/07/2024 14:45",-8.3385,-4.905,5.15025,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,"12/07/2024 15:00",-10.3005,-1.22625,-3.4335,NA,NA,NA,NA,NA,NA,NA,NA,NA
