"Plot Title: t3_low_mllmeso"
"#","Date Time, GMT+01:00","X Accel, g (LGR S/N: 21820141, SEN S/N: 21820141)","Coupler Detached (LGR S/N: 21820141)","Host Connected (LGR S/N: 21820141)","Coupler Attached (LGR S/N: 21820141)","Stopped (LGR S/N: 21820141)","End Of File (LGR S/N: 21820141)"
375,30/06/25 13:13:12,-1.025,,,,,
376,30/06/25 13:13:13,-1.025,,,,,
377,30/06/25 13:13:14,-1.025,,,,,
378,30/06/25 13:13:15,-1.025,,,,,
379,30/06/25 13:13:16,-1.025,,,,,
380,30/06/25 13:13:17,-1.025,,,,,
381,30/06/25 13:13:18,-1.025,,,,,
382,30/06/25 13:13:19,-1.025,,,,,
383,30/06/25 13:13:20,-1.025,,,,,
384,30/06/25 13:13:21,-1.025,,,,,
385,30/06/25 13:13:22,-1.025,,,,,
386,30/06/25 13:13:23,-1.025,,,,,
387,30/06/25 13:13:24,-1.025,,,,,
388,30/06/25 13:13:25,-1.025,,,,,
389,30/06/25 13:13:26,-1.025,,,,,
390,30/06/25 13:13:27,-1.025,,,,,
391,30/06/25 13:13:28,-1.025,,,,,
392,30/06/25 13:13:29,-1.025,,,,,
393,30/06/25 13:13:30,-1.025,,,,,
394,30/06/25 13:13:31,-1.025,,,,,
395,30/06/25 13:13:32,-1.025,,,,,
396,30/06/25 13:13:33,-1.025,,,,,
397,30/06/25 13:13:34,-1.025,,,,,
398,30/06/25 13:13:35,-1.025,,,,,
399,30/06/25 13:13:36,-1.025,,,,,
400,30/06/25 13:13:37,-1.050,,,,,
401,30/06/25 13:13:38,-1.025,,,,,
402,30/06/25 13:13:39,-1.025,,,,,
403,30/06/25 13:13:40,-1.025,,,,,
404,30/06/25 13:13:41,-1.025,,,,,
405,30/06/25 13:13:42,-1.025,,,,,
406,30/06/25 13:13:43,-1.025,,,,,
407,30/06/25 13:13:44,-1.025,,,,,
408,30/06/25 13:13:45,-1.025,,,,,
409,30/06/25 13:13:46,-1.025,,,,,
410,30/06/25 13:13:47,-1.025,,,,,
411,30/06/25 13:13:48,-1.025,,,,,
412,30/06/25 13:13:49,-1.025,,,,,
413,30/06/25 13:13:50,-1.025,,,,,
414,30/06/25 13:13:51,-1.025,,,,,
415,30/06/25 13:13:52,-1.025,,,,,
416,30/06/25 13:13:53,-1.025,,,,,
417,30/06/25 13:13:54,-1.025,,,,,
418,30/06/25 13:13:55,-1.025,,,,,
419,30/06/25 13:13:56,-1.025,,,,,
420,30/06/25 13:13:57,-1.025,,,,,
421,30/06/25 13:13:58,-1.025,,,,,
422,30/06/25 13:13:59,-1.025,,,,,
423,30/06/25 13:14:00,-1.025,,,,,
424,30/06/25 13:14:01,-1.025,,,,,
425,30/06/25 13:14:02,-1.025,,,,,
426,30/06/25 13:14:03,-1.025,,,,,
427,30/06/25 13:14:04,-1.025,,,,,
428,30/06/25 13:14:05,-1.025,,,,,
429,30/06/25 13:14:06,-1.025,,,,,
430,30/06/25 13:14:07,-1.025,,,,,
431,30/06/25 13:14:08,-1.025,,,,,
432,30/06/25 13:14:09,-1.025,,,,,
433,30/06/25 13:14:10,-1.025,,,,,
434,30/06/25 13:14:11,-1.025,,,,,
435,30/06/25 13:14:12,-1.025,,,,,
436,30/06/25 13:14:13,-1.025,,,,,
437,30/06/25 13:14:14,-1.025,,,,,
438,30/06/25 13:14:15,-1.025,,,,,
439,30/06/25 13:14:16,-1.025,,,,,
440,30/06/25 13:14:17,-1.025,,,,,
441,30/06/25 13:14:18,-1.025,,,,,
442,30/06/25 13:14:19,-1.025,,,,,
443,30/06/25 13:14:20,-1.025,,,,,
444,30/06/25 13:14:21,-1.025,,,,,
445,30/06/25 13:14:22,-1.025,,,,,
446,30/06/25 13:14:23,-1.025,,,,,
447,30/06/25 13:14:24,-1.025,,,,,
448,30/06/25 13:14:25,-1.025,,,,,
449,30/06/25 13:14:26,-1.025,,,,,
450,30/06/25 13:14:27,-1.025,,,,,
451,30/06/25 13:14:28,-1.025,,,,,
452,30/06/25 13:14:29,-1.025,,,,,
453,30/06/25 13:14:30,-1.025,,,,,
